term,cur,prev,diff,total,ma7,z_like
올레드,21,0,21,50,3.857,5.784
올레드tv,2,0,2,3,0.286,1.117
화웨이,3,0,3,12,0.857,1.113
vr,3,0,3,22,1.0,1.0
카카오,2,0,2,20,0.571,0.814
oled,8,2,6,268,5.429,0.772
갤럭시,4,0,4,68,2.143,0.754
스마트워치,1,0,1,3,0.143,0.622
아이폰,2,0,2,42,1.0,0.5
샤오미,1,0,1,8,0.286,0.465
sk하이닉스,2,1,1,37,1.286,0.335
노트북,4,2,2,129,3.143,0.309
ar,1,1,0,27,0.857,0.074
메타,2,0,2,28,1.857,0.06
고성능,1,0,1,23,1.0,0.0
lg디스플레이,1,0,1,62,1.0,0.0
xr,3,1,2,100,3.286,-0.102
기아,1,1,0,27,1.571,-0.254
lg전자,7,3,4,242,8.571,-0.4
디스플레이,2,0,2,185,4.143,-0.706
엔비디아,1,1,0,105,3.571,-0.89
구글,4,1,3,118,9.429,-1.334
모니터,3,3,0,142,11.429,-1.924
