term,cur,prev,diff,total,ma7,z_like
퀄컴,9,1,8,37,2.0,2.899
레노버,12,1,11,57,3.857,2.747
양산,10,1,9,37,2.857,2.655
구글,7,0,7,55,1.857,2.177
롤러블,4,0,4,5,0.571,1.953
벤큐,2,0,2,12,0.286,1.117
ar,4,1,3,47,2.286,0.682
galaxy,1,0,1,4,0.143,0.622
샤오미,1,0,1,10,0.143,0.622
기아,2,0,2,39,0.857,0.593
bmw,2,0,2,16,1.0,0.5
요가,1,1,0,2,0.286,0.465
모니터,3,1,2,80,2.0,0.414
고성능,1,0,1,7,0.429,0.345
맥북,1,0,1,9,0.429,0.345
byd,1,0,1,11,0.429,0.345
알파벳,1,0,1,15,0.429,0.345
폴더블,4,0,4,212,3.143,0.309
스마트폰,5,2,3,115,4.143,0.282
스마트워치,1,0,1,5,0.571,0.244
픽셀,1,0,1,5,0.571,0.244
마이크로소프트,1,1,0,7,0.714,0.155
엔비디아,2,1,1,94,1.857,0.06
아이폰,3,1,2,78,3.0,0.0
xr,1,1,0,92,1.286,-0.134
공급망,2,0,2,52,3.0,-0.366
애플,6,1,5,277,7.571,-0.419
갤럭시,6,3,3,280,7.857,-0.488
아마존,1,0,1,23,2.286,-0.512
sk하이닉스,2,2,0,125,3.571,-0.544
디스플레이,2,1,1,283,5.286,-0.996
lg디스플레이,1,1,0,147,5.857,-1.42
삼성전자,3,1,2,362,9.143,-1.527
