term,cur,prev,diff,total,ma7,z_like
삼성전자,35,11,24,518,16.0,3.8
tv,19,11,8,264,7.286,3.167
lg디스플레이,13,1,12,88,5.0,2.472
애플,9,2,7,159,5.286,1.126
폴더블,7,1,6,67,2.714,1.619
엔비디아,6,1,5,223,3.714,0.781
하이센스,5,0,5,8,0.714,2.323
lg전자,5,8,-3,262,7.857,-0.751
공급망,3,1,2,51,1.571,0.634
아이폰,3,1,2,47,1.857,0.484
스마트폰,3,4,-1,87,2.857,0.053
oled,3,7,-4,288,3.857,-0.289
노트북,3,5,-2,115,4.0,-0.333
디스플레이,3,8,-5,164,4.143,-0.377
xr,3,4,-1,110,5.0,-0.618
boe,2,1,1,28,0.714,0.697
sharp,2,0,2,13,0.714,0.697
기아,2,1,1,23,0.857,0.593
ar,2,0,2,23,1.143,0.414
구글,2,1,1,112,2.286,-0.114
퀄컴,1,0,1,40,0.143,0.622
마이크로소프트,1,0,1,6,0.143,0.622
csot,1,0,1,2,0.143,0.622
postech,1,0,1,2,0.143,0.622
비전프로,1,0,1,1,0.143,0.622
샤오미,1,0,1,17,0.286,0.465
오포,1,0,1,5,0.571,0.244
모바일,1,0,1,25,1.0,0.0
모니터,1,0,1,156,1.286,-0.134
갤럭시,1,0,1,48,1.429,-0.195
tsmc,1,1,0,18,1.429,-0.195
sk하이닉스,1,0,1,51,1.571,-0.254
레노버,1,0,1,88,1.857,-0.363
