term,cur,prev,diff,total,ma7,z_like
노트북,9,7,2,149,8.857,0.036
스마트폰,4,4,0,101,5.571,-0.468
tv,4,3,1,303,9.571,-1.361
삼성전자,4,9,-5,487,15.714,-2.36
tsmc,3,0,3,9,0.714,1.239
xr,3,1,2,120,4.857,-0.58
sk하이닉스,3,2,1,89,5.714,-0.801
폴더블,3,1,2,142,7.429,-1.189
oled,3,1,2,307,12.714,-2.128
올레드,2,0,2,72,0.571,0.814
모니터,2,2,0,187,4.143,-0.706
삼성디스플레이,2,0,2,109,4.286,-0.744
디스플레이,2,3,-1,165,6.429,-1.253
아이폰,2,3,-1,134,7.714,-1.513
lg전자,2,5,-3,256,11.857,-2.218
한화솔루션,1,0,1,10,0.143,0.622
원익ips,1,0,1,3,0.143,0.622
byd,1,0,1,6,0.286,0.465
vr,1,0,1,55,0.429,0.345
화웨이,1,0,1,15,0.429,0.345
qled,1,0,1,10,0.571,0.244
lcd,1,0,1,38,0.857,0.074
공급망,1,2,-1,33,1.286,-0.134
구글,1,0,1,76,1.429,-0.195
엔비디아,1,1,0,159,1.571,-0.254
boe,1,0,1,25,2.0,-0.414
tcl,1,0,1,66,2.571,-0.604
애플,1,3,-2,263,10.0,-2.162
