term,cur,prev,diff,total,ma7,z_like
폴더블,9,1,8,100,3.143,2.112
모바일,7,0,7,52,2.143,1.971
삼성전자,22,3,19,354,13.0,1.954
스마트폰,7,3,4,117,3.286,1.321
맥북,3,0,3,19,0.714,1.239
한미반도체,2,0,2,3,0.286,1.117
노트북,5,3,2,93,2.429,1.005
현대자동차,3,0,3,8,1.0,1.0
아이맥,2,0,2,5,0.714,0.697
퀄컴,1,0,1,26,0.286,0.465
ar,1,0,1,51,0.286,0.465
아이폰,6,1,5,84,5.0,0.309
고성능,1,0,1,22,0.714,0.155
기아,1,0,1,53,0.714,0.155
카카오,1,0,1,16,0.857,0.074
xr,2,0,2,95,1.857,0.06
lcd,3,0,3,50,3.143,-0.052
갤럭시,3,2,1,94,3.143,-0.052
lg디스플레이,2,0,2,107,3.429,-0.501
모니터,1,1,0,96,2.714,-0.648
oled,8,3,5,265,11.0,-0.695
디스플레이,6,1,5,199,9.857,-0.932
