term,cur,prev,diff,ma7,z_like,total,date
갤럭시,2,0,2,3.286,-0.457,62,2025-11-02
스마트폰,1,4,-3,2.429,-0.558,44,2025-11-02
tv,5,10,-5,7.286,-0.618,108,2025-11-02
애플,4,17,-13,6.429,-0.687,174,2025-11-02
노트북,1,9,-8,3.286,-0.813,35,2025-11-02
인텔,1,0,1,4.714,-1.171,39,2025-11-02
xr,1,4,-3,5.0,-1.236,100,2025-11-02
lg전자,1,38,-37,9.857,-2.14,160,2025-11-02
삼성전자,4,34,-30,24.571,-3.453,407,2025-11-02
샤오미,8,1,7,1.286,3.146,15,2025-11-03
host,1,0,1,0.143,0.622,1,2025-11-03
고효율,1,0,1,0.143,0.622,5,2025-11-03
오포,1,0,1,0.143,0.622,1,2025-11-03
현대차,5,2,3,3.429,0.551,42,2025-11-03
노트북,4,1,3,3.143,0.309,39,2025-11-03
기아,1,0,1,0.714,0.155,8,2025-11-03
올레드,1,0,1,0.857,0.074,10,2025-11-03
폴더블,1,0,1,0.857,0.074,52,2025-11-03
ar,1,3,-2,0.857,0.074,20,2025-11-03
아이폰,1,0,1,1.143,-0.069,51,2025-11-03
구글,1,2,-1,1.143,-0.069,34,2025-11-03
공급망,2,0,2,2.286,-0.114,25,2025-11-03
tv,6,5,1,6.571,-0.16,114,2025-11-03
스마트폰,2,1,1,2.429,-0.168,46,2025-11-03
디스플레이,5,0,5,5.571,-0.17,102,2025-11-03
모니터,1,3,-2,1.714,-0.309,52,2025-11-03
삼성디스플레이,2,0,2,3.143,-0.412,32,2025-11-03
amd,1,2,-1,2.143,-0.464,38,2025-11-03
갤럭시,1,2,-1,2.857,-0.69,62,2025-11-03
인텔,1,1,0,4.714,-1.171,40,2025-11-03
애플,1,4,-3,5.0,-1.236,170,2025-11-03
lg전자,3,1,2,7.857,-1.277,163,2025-11-03
lg디스플레이,2,0,2,7.714,-1.513,79,2025-11-03
엔비디아,5,17,-12,16.714,-2.302,126,2025-11-03
삼성전자,3,4,-1,16.429,-2.657,410,2025-11-03
모니터,18,1,17,4.143,4.565,70,2025-11-04
삼성전자,36,3,33,18.429,3.32,446,2025-11-04
tcl,5,0,5,0.714,2.323,7,2025-11-04
뷰소닉,4,0,4,0.571,1.953,4,2025-11-04
oled,15,0,15,8.0,1.828,195,2025-11-04
현대모비스,7,0,7,2.571,1.701,31,2025-11-04
tv,14,6,8,7.857,1.615,128,2025-11-04
아이씨디,3,0,3,0.429,1.554,3,2025-11-04
byd,2,0,2,0.286,1.117,9,2025-11-04
벤큐,2,0,2,0.286,1.117,2,2025-11-04
샤오미,4,8,-4,1.857,0.907,19,2025-11-04
한화솔루션,2,0,2,0.571,0.814,8,2025-11-04
아이폰,3,1,2,1.571,0.634,52,2025-11-04
4k,1,0,1,0.143,0.622,5,2025-11-04
semiconductor,1,0,1,0.143,0.622,2,2025-11-04
두산로보틱스,1,0,1,0.143,0.622,1,2025-11-04
마이크로소프트,1,0,1,0.143,0.622,1,2025-11-04
샤프,1,0,1,0.143,0.622,5,2025-11-04
설비투자,1,0,1,0.143,0.622,2,2025-11-04
스트레처블,1,0,1,0.143,0.622,1,2025-11-04
주사율,1,0,1,0.143,0.622,4,2025-11-04
노트북,5,4,1,3.429,0.551,44,2025-11-04
폴더블,2,1,1,1.0,0.5,54,2025-11-04
vr,1,0,1,0.286,0.465,4,2025-11-04
양산,1,0,1,0.286,0.465,6,2025-11-04
하이센스,1,0,1,0.286,0.465,2,2025-11-04
애플,7,1,6,5.571,0.425,175,2025-11-04
ar,2,1,1,1.143,0.414,22,2025-11-04
퀄컴,1,0,1,0.429,0.345,21,2025-11-04
boe,1,0,1,0.571,0.244,13,2025-11-04
amd,3,1,2,2.429,0.223,41,2025-11-04
기아,1,1,0,0.857,0.074,9,2025-11-04
hp,1,0,1,1.0,0.0,15,2025-11-04
올레드,1,1,0,1.0,0.0,11,2025-11-04
갤럭시,2,1,1,2.571,-0.219,63,2025-11-04
lg화학,1,0,1,1.714,-0.309,16,2025-11-04
sk하이닉스,1,0,1,1.714,-0.309,40,2025-11-04
현대차,2,5,-3,3.429,-0.501,43,2025-11-04
디스플레이,3,5,-2,5.429,-0.729,103,2025-11-04
xr,1,0,1,3.286,-0.813,101,2025-11-04
인텔,1,1,0,4.857,-1.204,41,2025-11-04
lg전자,2,3,-1,7.571,-1.485,165,2025-11-04
lg디스플레이,1,2,-1,7.429,-1.726,80,2025-11-04
엔비디아,2,5,-3,14.857,-2.649,128,2025-11-04
nvidia,9,0,9,2.143,2.783,15,2025-11-05
딥엑스,5,0,5,0.714,2.323,5,2025-11-05
oled,16,15,1,8.714,1.844,208,2025-11-05
맥북,4,0,4,0.857,1.632,15,2025-11-05
카카오,3,0,3,0.714,1.239,8,2025-11-05
스마트폰,5,0,5,2.143,1.16,47,2025-11-05
모바일,2,0,2,0.429,0.95,14,2025-11-05
아이폰,4,3,1,1.857,0.907,50,2025-11-05
vr,2,1,1,0.571,0.814,6,2025-11-05
애플,9,7,2,6.429,0.727,175,2025-11-05
ar,3,2,1,1.429,0.716,25,2025-11-05
bmw,1,0,1,0.143,0.622,7,2025-11-05
노키아,1,0,1,0.143,0.622,1,2025-11-05
생산능력,1,0,1,0.143,0.622,3,2025-11-05
원익ips,1,0,1,0.143,0.622,4,2025-11-05
저전력,1,0,1,0.143,0.622,1,2025-11-05
샤오미,4,4,0,2.429,0.614,23,2025-11-05
폴더블,2,2,0,0.857,0.593,54,2025-11-05
sharp,1,0,1,0.286,0.465,8,2025-11-05
레노버,1,0,1,0.286,0.465,26,2025-11-05
4k,1,1,0,0.286,0.465,6,2025-11-05
마이크로소프트,1,1,0,0.286,0.465,2,2025-11-05
lcd,1,0,1,0.429,0.345,16,2025-11-05
uhd,1,0,1,0.429,0.345,3,2025-11-05
고성능,1,0,1,0.429,0.345,23,2025-11-05
벤큐,1,2,-1,0.429,0.345,3,2025-11-05
삼성전자,21,36,-15,19.286,0.318,465,2025-11-05
tv,8,14,-6,7.0,0.274,134,2025-11-05
화웨이,1,0,1,0.571,0.244,11,2025-11-05
boe,1,1,0,0.571,0.244,14,2025-11-05
한화솔루션,1,2,-1,0.571,0.244,9,2025-11-05
노트북,4,5,-1,3.429,0.2,48,2025-11-05
디스플레이,5,3,2,4.857,0.045,106,2025-11-05
모니터,5,18,-13,4.857,0.045,75,2025-11-05
삼성디스플레이,3,0,3,3.429,-0.15,34,2025-11-05
갤럭시,1,2,-1,1.857,-0.363,64,2025-11-05
공급망,1,0,1,2.0,-0.414,26,2025-11-05
현대차,2,2,0,3.286,-0.457,45,2025-11-05
현대모비스,1,7,-6,2.286,-0.512,32,2025-11-05
xr,1,1,0,2.429,-0.558,102,2025-11-05
아마존,1,0,1,2.857,-0.69,23,2025-11-05
lg전자,4,2,2,7.571,-0.952,168,2025-11-05
인텔,1,1,0,5.0,-1.236,42,2025-11-05
엔비디아,7,2,5,13.286,-1.353,135,2025-11-05
lg디스플레이,2,1,1,7.429,-1.457,82,2025-11-05
애플,29,9,20,9.571,4.746,203,2025-11-06
맥북,15,4,11,2.714,4.64,30,2025-11-06
퀄컴,9,0,9,1.429,3.449,30,2025-11-06
올레드,5,0,5,1.0,2.0,16,2025-11-06
아이폰,8,4,4,2.714,1.996,58,2025-11-06
tv,15,8,7,8.286,1.731,149,2025-11-06
폴더블,4,2,2,1.286,1.272,56,2025-11-06
필립스,2,0,2,0.286,1.117,4,2025-11-06
bmw,2,1,1,0.429,0.95,9,2025-11-06
노트북,7,4,3,4.429,0.828,55,2025-11-06
boe,2,1,1,0.571,0.814,16,2025-11-06
삼성전자,24,21,3,20.286,0.675,488,2025-11-06
fhd,1,0,1,0.143,0.622,1,2025-11-06
mbux,1,0,1,0.143,0.622,1,2025-11-06
샤오펑,1,0,1,0.143,0.622,1,2025-11-06
알파벳,1,0,1,0.143,0.622,2,2025-11-06
올레드tv,1,0,1,0.143,0.622,1,2025-11-06
터치id,1,0,1,0.143,0.622,1,2025-11-06
한미반도체,1,0,1,0.143,0.622,4,2025-11-06
현대자동차,1,0,1,0.143,0.622,2,2025-11-06
벤츠,1,0,1,0.286,0.465,6,2025-11-06
스트레처블,1,0,1,0.286,0.465,2,2025-11-06
저전력,1,1,0,0.286,0.465,2,2025-11-06
디스플레이,6,5,1,4.571,0.455,112,2025-11-06
sk하이닉스,2,0,2,1.143,0.414,41,2025-11-06
uhd,1,1,0,0.571,0.244,4,2025-11-06
ar,2,3,-1,1.714,0.124,27,2025-11-06
갤럭시,1,1,0,1.0,0.0,65,2025-11-06
oled,9,16,-7,9.286,-0.071,215,2025-11-06
xr,1,1,0,1.286,-0.134,103,2025-11-06
lg전자,7,4,3,7.857,-0.225,175,2025-11-06
스마트폰,1,5,-4,1.857,-0.363,47,2025-11-06
모니터,4,5,-1,5.429,-0.429,78,2025-11-06
amd,1,0,1,2.429,-0.558,42,2025-11-06
삼성디스플레이,1,3,-2,3.571,-0.89,35,2025-11-06
lg디스플레이,1,2,-1,7.0,-1.646,83,2025-11-06
엔비디아,3,7,-4,11.571,-1.947,138,2025-11-06
