term,cur,prev,diff,total,ma7,z_like
4k,4,0,4,10,0.571,1.953
퀄컴,3,0,3,25,0.857,1.113
구글,4,1,3,49,1.857,0.907
기아,6,3,3,55,3.714,0.781
tv,11,1,10,206,8.143,0.741
xr,5,0,5,107,3.143,0.67
비전프로,1,0,1,2,0.143,0.622
스마트폰,2,0,2,82,1.857,0.06
엔비디아,2,2,0,135,1.857,0.06
모바일,1,1,0,46,1.857,-0.363
갤럭시,3,3,0,84,4.286,-0.419
애플,5,2,3,208,6.571,-0.441
인텔,1,1,0,58,2.286,-0.512
노트북,3,1,2,101,5.429,-0.729
디스플레이,1,1,0,179,3.429,-0.852
