term,cur,prev,diff,total,ma7,z_like
lg디스플레이,13,0,13,125,10.429,0.608
삼성전자,12,8,4,354,14.429,-0.506
oled,12,2,10,346,25.857,-2.277
애플,8,3,5,305,6.714,0.358
갤럭시,7,2,5,237,17.286,-1.994
디스플레이,7,6,1,316,18.0,-2.098
노트북,5,0,5,102,3.143,0.67
sk하이닉스,5,2,3,123,3.429,0.551
lg전자,5,3,2,233,5.286,-0.087
메타,4,1,3,27,1.429,1.171
스마트폰,4,1,3,106,2.429,0.614
폴더블,3,3,0,223,11.429,-1.924
모니터,2,1,1,87,2.571,-0.219
xr,2,1,1,93,4.0,-0.667
tsmc,1,0,1,15,0.143,0.622
게이밍모니터,1,0,1,6,0.143,0.622
아마존,1,0,1,6,0.143,0.622
byd,1,1,0,13,0.429,0.345
모바일,1,1,0,50,1.286,-0.134
공급망,1,2,-1,40,1.286,-0.134
구글,1,2,-1,52,2.857,-0.69
tv,1,6,-5,125,4.714,-1.171
