term,cur,prev,diff,total,ma7,z_like
lg전자,10,3,7,316,12.286,-0.507
tv,7,3,4,261,14.0,-1.476
아마존,4,0,4,7,0.571,1.953
애플,4,1,3,210,5.143,-0.35
노트북,3,0,3,90,2.429,0.223
스마트폰,3,2,1,110,3.714,-0.244
oled,3,0,3,257,11.0,-1.853
삼성전자,3,10,-7,337,14.429,-2.382
삼성디스플레이,2,0,2,100,2.857,-0.319
갤럭시,2,1,1,92,3.429,-0.501
tsmc,1,1,0,26,0.429,0.345
공급망,1,1,0,23,0.429,0.345
태블릿,1,0,1,21,0.429,0.345
vr,1,0,1,14,0.429,0.345
올레드,1,0,1,20,1.143,-0.069
폴더블,1,1,0,91,2.429,-0.558
모니터,1,1,0,95,2.714,-0.648
아이폰,1,2,-1,81,4.286,-1.07
디스플레이,1,0,1,193,10.286,-2.207
