term,cur,prev,diff,total,ma7,z_like
lg디스플레이,25,0,25,134,7.286,4.789
lg전자,22,3,19,333,11.143,2.503
qled,2,0,2,6,0.286,1.117
kaist,2,1,1,16,0.429,0.95
고성능,2,0,2,21,0.429,0.95
주사율,2,0,2,11,0.571,0.814
폭스바겐,1,0,1,3,0.143,0.622
세미파이브,1,0,1,9,0.143,0.622
소니,1,0,1,13,0.143,0.622
해상도,2,0,2,8,0.857,0.593
올레드,1,0,1,22,0.286,0.465
퀄컴,1,0,1,24,0.286,0.465
메타,1,1,0,25,0.286,0.465
샤오미,1,0,1,11,0.429,0.345
벤츠,1,0,1,60,0.571,0.244
스마트폰,3,2,1,104,2.714,0.108
스마트워치,1,1,0,8,1.0,0.0
엔비디아,2,2,0,63,2.286,-0.114
디스플레이,3,1,2,176,3.429,-0.15
구글,1,0,1,65,1.571,-0.254
아이폰,2,1,1,74,2.714,-0.27
모바일,2,1,1,63,3.0,-0.366
애플,5,3,2,182,6.286,-0.367
폴더블,1,1,0,95,3.714,-0.927
삼성전자,18,3,15,424,25.571,-1.25
