term,cur,prev,diff,total,ma7,z_like
hp,8,0,8,34,1.429,2.994
tv,19,1,18,385,9.143,2.45
양산,4,0,4,48,0.714,1.781
폴더블,10,2,8,164,4.571,1.73
엔비디아,5,0,5,88,1.571,1.521
퀄컴,4,0,4,16,1.286,1.272
아이패드,2,0,2,9,0.286,1.117
아이폰,6,2,4,116,3.286,0.965
하이센스,2,0,2,3,0.429,0.95
스마트폰,6,0,6,127,3.571,0.84
뷰소닉,1,0,1,1,0.143,0.622
비보북,1,0,1,1,0.143,0.622
요가,1,0,1,1,0.143,0.622
xr,6,2,4,126,4.429,0.506
설비투자,1,0,1,3,0.286,0.465
증착,1,0,1,3,0.286,0.465
고효율,1,0,1,7,0.286,0.465
맥북,1,0,1,12,0.286,0.465
인텔,3,0,3,34,2.143,0.348
4k,1,0,1,16,0.429,0.345
샤오미,1,1,0,13,0.571,0.244
올레드,1,0,1,19,0.571,0.244
sk하이닉스,3,1,2,84,2.571,0.165
카카오,1,0,1,12,0.714,0.155
갤럭시,2,2,0,87,1.714,0.124
공급망,2,1,1,41,1.857,0.06
모바일,1,0,1,42,1.143,-0.069
디스플레이,3,2,1,230,10.143,-1.707
