term,cur,prev,diff,total,ma7,z_like
애플,27,6,21,361,11.286,3.605
폴더블,22,2,20,256,7.857,3.719
oled,16,2,14,320,7.0,2.469
레노버,12,1,11,106,7.857,1.089
삼성전자,12,6,6,542,21.429,-1.675
화웨이,11,2,9,30,2.143,3.595
스마트폰,10,3,7,94,2.571,2.853
공급망,9,3,6,44,2.714,2.374
디스플레이,8,1,7,199,8.143,-0.037
lg전자,8,11,-3,331,13.429,-1.164
hp,7,0,7,29,1.0,3.0
샤오미,7,1,6,41,2.571,1.701
인텔,6,0,6,37,1.0,2.5
모니터,6,3,3,165,3.857,0.723
아이폰,6,3,3,139,4.857,0.357
tv,6,3,3,232,10.0,-0.961
노트북,5,5,0,124,5.143,-0.044
lg디스플레이,4,3,1,68,2.143,0.754
xr,4,1,3,71,2.286,0.682
하이센스,3,2,1,12,1.286,0.803
맥북,3,1,2,22,1.429,0.716
kaist,2,2,0,28,1.286,0.335
갤럭시,2,2,0,127,4.286,-0.744
sharp,1,0,1,8,0.143,0.622
meta,1,0,1,2,0.143,0.622
패드,1,0,1,1,0.143,0.622
byd,1,0,1,14,0.286,0.465
소니,1,0,1,11,0.429,0.345
태블릿,1,0,1,10,0.429,0.345
생산능력,1,1,0,7,0.429,0.345
woled,1,4,-3,5,0.714,0.155
lcd,1,2,-1,35,1.0,0.0
아마존,1,1,0,18,1.143,-0.069
고효율,1,0,1,11,1.143,-0.069
sk하이닉스,1,1,0,58,2.143,-0.464
amd,1,1,0,17,2.143,-0.464
모바일,1,0,1,52,2.286,-0.512
tcl,1,3,-2,63,4.857,-1.204
엔비디아,1,2,-1,200,7.429,-1.726
