date,types,title,url
2025-09-30,INVEST,""" OLED 도 뺏길라""···디스플레이, 정부지원 절실",https://www.ziksir.com/news/articleView.html?idxno=106640
2025-09-30,"INVEST,LAUNCH","중국 따돌리는 LG디스플레이, 하반기 실적반등 초록불",https://www.goodkyung.com/news/articleView.html?idxno=273685
2025-09-30,"INVEST,LAUNCH","디스플레이부터 2차전지까지…넥사다이내믹스, 기술력으로 시장 장악 나...",https://www.pinpointnews.co.kr/news/articleView.html?idxno=381742
2025-09-30,"INVEST,LAUNCH,ORDER","뉴로메카, E-ONG과 합작법인 설립, 세계 최대 중국 로봇 시장 본격 진출",http://www.kdpress.co.kr/news/articleView.html?idxno=141517
2025-09-30,"CERT,LAUNCH","ams오스람, 고출력 멀티-다이 레이저 패키지 '베가라스 파워' 시리즈 출...",https://www.epnc.co.kr/news/articleView.html?idxno=323142
2025-09-30,"INVEST,LAUNCH,ORDER",주식고수 매수 3위 '증권사 목표가 대폭 상향 또 신고가 경신' 삼성전자...,https://www.widedaily.com/news/articleView.html?idxno=279439
2025-09-30,"CERT,LAUNCH","ams OSRAM, 고출력 멀티-다이 레이저 패키지 'Vegalas™ Power 시리즈' 출...",http://www.marketnews.co.kr/news/articleView.html?idxno=73017
2025-09-30,"INVEST,LAUNCH,ORDER","""LG디스플레이 4년 만에 최대 실적""…하이브, BTS 모멘텀에 목표가 38만...",http://www.fnnews.com/news/202509301008465507
2025-09-30,"CERT,LAUNCH",화면 입력과 충전을 동시에! PD & DP Alt 모니터 골라보기,https://www.ilovepc.co.kr/news/articleView.html?idxno=56247
2025-09-29,INVEST,"삼성전자, 삼성D 대신 LGD와  OLED  협업 강화한 이유",https://www.newstopkorea.com/news/articleView.html?idxno=40110
2025-09-29,"INVEST,ORDER","OLED  수요 증가 수혜… 영우디에스피, 장비 공급 주목",https://www.pinpointnews.co.kr/news/articleView.html?idxno=381396
2025-09-12,"CERT,INVEST,LAUNCH","극한의 초고주사율 갖춘 차세대 게이밍 모니터, 에이수스 ROG Strix  OLED  XG...",https://www.ilovepc.co.kr/news/articleView.html?idxno=56240
2025-09-28,LAUNCH,[브리프] 현대차 CJ그룹 두산밥캣 LG디스플레이 삼성디스플레이 LG화학 ...,http://www.biztribune.co.kr/news/articleView.html?idxno=340941
2025-09-28,"CERT,INVEST,LAUNCH,PARTNERSHIP","삼성D, 글로벌 파트너십 강화…도쿄·타이베이 잇단 행보",https://www.asiatime.co.kr/article/20250926500315
2025-09-27,LAUNCH,韓 게임사들 '서브컬처 본고장' 일본서 멀티플랫폼으로 승부수,https://www.pointdaily.co.kr/news/articleView.html?idxno=271997
2025-09-30,LAUNCH,"금오공대-군산대 연구팀, 초고감도 세슘 검출 ‘SERS 센서’ 개발",http://www.breaknews.com/1151576
2025-09-29,"CERT,INVEST,LAUNCH,PARTNERSHIP","“소비가 곧 가치가 되는 플랫폼”…브이랩스 이장욱 대표, 마이브이(M...",https://www.venturesquare.net/1007053
2025-09-26,"INVEST,LAUNCH","마이크로 LED  시장 2030년 12억달러 급성장…""프리미엄 웨어러블 표준 예...",https://www.ddaily.co.kr/page/view/2025092614174664569
2025-09-26,"INVEST,LAUNCH","""마이크로  LED  스마트워치 시장, 2030년 12억달러 규모 성장 전망""",https://www.getnews.co.kr/news/articleView.html?idxno=842485
2025-09-26,"CERT,LAUNCH","클레녹스(CLENOX), 특허 NB P-Complex 앞세워 국내 론칭",https://magazine.hankyung.com/job-joy/article/202509269860d
2025-09-26,"CERT,LAUNCH","클레녹스, 특허성분 앞세워 프리미엄 홈케어 시장 공식진출",http://www.koreastocknews.com/news/articleView.html?idxno=114215
2025-09-26,"CERT,LAUNCH","CLENOX, 특허 포뮬러와 기술력으로 국내 홈클리닉 시장 진출",https://www.goodkyung.com/news/articleView.html?idxno=273391
2025-09-26,"CERT,LAUNCH,PARTNERSHIP","클레녹스(CLENOX), 프리미엄 홈케어 브랜드 국내 런칭",http://www.sisunnews.co.kr/news/articleView.html?idxno=229549
2025-09-26,"CERT,LAUNCH","임상으로 입증된 NB P-Complex… 클레녹스, 'Pin Shot 300' 첫선",https://www.delighti.co.kr/news/articleView.html?idxno=103195
2025-09-30,LAUNCH,‘종횡무진’ 넷마블 꺼낸 카드마다 시선,http://www.wemakenews.co.kr/news/view.php?no=23193
2025-09-30,"CERT,INVEST,LAUNCH",세계정상 무대서 '디스플레이 혁신' 펼친다,https://www.mk.co.kr/article/11433099
2025-09-30,LAUNCH,"두 번 접는 갤럭시폰, 400만원에 나온다.. 11월 출시 유력",http://www.fnnews.com/news/202509301521361521
2025-09-30,"LAUNCH,ORDER","[김민수의 잠금해제] 애플, 내년  폴더블  아이폰 출시… 부품주 매수 타...",https://news.mtn.co.kr/news-detail/2025093011534631784
2025-09-30,"CERT,INVEST,LAUNCH",중국 유리 커버글래스 시장현황,http://dream.kotra.or.kr/kotranews/cms/news/actionKotraBoardDetail.do?SITE_NO=3&MENU_ID=190&CONTENTS_NO=2&bbsGbn=254&bbsSn=254&pNttSn=234695
2025-09-30,"INVEST,ORDER",코리아써키트 주가 방긋... 삼성 갤럭시 S26 PCB 메인 벤더로 주목,https://www.pinpointnews.co.kr/news/articleView.html?idxno=381627
2025-09-30,INVEST,"""삼성전자, 메모리 업황회복에 3분기 영업익 10조원대 전망"" -신한투자",http://www.biztribune.co.kr/news/articleView.html?idxno=341051
2025-09-30,INVEST,"“실적기대감, 삼성전자 목표가 11.5만원-SK하이닉스 50만원으로 상향”...",https://www.inthenews.co.kr/news/article.html?no=77607
2025-09-30,"CERT,LAUNCH","ams OSRAM, 고출력 멀티-다이 레이저 Vegalas™ Power 출시",https://www.hellot.net/news/article.html?no=105943
2025-09-30,LAUNCH,"제네시스, 전기 SUV ‘GV90’ 출격 초읽기",https://biz.heraldcorp.com/article/10586667?ref=naver
2025-09-30,"CERT,LAUNCH","ams OSRAM, 베갈라스 파워 레이저 시리즈로 프로젝션 광원 전환 가속",https://www.ddaily.co.kr/page/view/2025093010504799619
2025-09-30,LAUNCH,[단독] 제네시스 GV90 출격 초읽기…프리미엄 라인업 마침내 완성,https://biz.heraldcorp.com/article/10586468?ref=naver
2025-09-30,"INVEST,LAUNCH",삼성D '외연 확장'·LGD '내실 다지기'…中 공세 속 다른 OLED 전략,https://it.chosun.com/news/articleView.html?idxno=2023092148221
2025-09-30,INVEST,"작지만 강한 칩…사피엔반도체, 차세대  디스플레이  숨은 주역",https://www.pinpointnews.co.kr/news/articleView.html?idxno=381606
2025-09-30,"INVEST,ORDER,REGUL","LG전자 스페인 축구장 접수, 얼마나 대단한 일인지 들어 볼래?",https://www.polinews.co.kr/news/articleView.html?idxno=709035
2025-09-29,LAUNCH,"라온텍 ""엘코스 기반  AR  광학 모듈 공급""",http://www.thelec.kr/news/articleView.html?idxno=41586
2025-09-29,LAUNCH,"라온텍, 고성능  AR 용 광학 모듈 공급 개시",https://www.widedaily.com/news/articleView.html?idxno=279342
2025-09-29,LAUNCH,"포유디지탈, '2025 하반기 나라장터 상생세일' 참가",https://www.dailysecu.com/news/articleView.html?idxno=200971
2025-09-29,LAUNCH,"라온텍, 고성능  AR 용 광학 모듈 공급 개시",https://www.newsis.com/view/NISX20250929_0003347927
2025-09-29,LAUNCH,"포유디지탈, 2025 하반기 나라장터 상생세일 참가…노트북·태블릿·전자...",https://dhnews.co.kr/news/view/1065576341940334
2025-09-29,"INVEST,LAUNCH","스마트글라스·AI에 돈 쏟는 메타, 차세대 기기 시장 선점할까 [친절한...",https://www.bloter.net/news/articleView.html?idxno=644849
2025-09-29,"INVEST,LAUNCH","""가상현실( VR )에서 증강현실( AR )로""… AR 스마트글래스 시장은 성장세",https://www.itbiznews.com/news/articleView.html?idxno=182048
2025-09-29,INVEST,"LG디스플레이, OLED 중심 수익성 개선…""내년 영업익 1조4000억원 전망""",http://www.newsprime.co.kr/news/article.html?no=706171
2025-09-29,INVEST,"대신증권 ""LG디스플레이, 빠른 수익성 개선⋯3분기 영업익 컨센서스 상...",https://www.etoday.co.kr/news/view/2511133
2025-09-26,LAUNCH,갤럭시S23 사용자가 Z플립7로 바꿔야할 2가지 결정적인 이유,https://www.betanews.net/article/view/beta202509260083
2025-09-26,INVEST,[제16회 디스플레이의 날] 특별공로상에 최주선·김현재·조성경,https://www.etnews.com/20250926000086
2025-09-26,"INVEST,LAUNCH","BOE 충칭 B12 공장,  LTPO  전환 50% 달성",http://www.thelec.kr/news/articleView.html?idxno=41419
2025-09-26,LAUNCH,스냅드래곤 8 엘리트 5세대 최초 탑재 '샤오미 17 프로' 시리즈 출시,https://kbench.com/?q=node/271768
2025-09-26,"INVEST,LAUNCH,ORDER","AP시스템, 中 비전옥스 OLED 라인에 단독 장비 공급",https://zdnet.co.kr/view/?no=20250926093654
2025-09-25,"INVEST,LAUNCH,ORDER","AP시스템, 비전옥스 8.6G용 ELA 장비 공급",http://www.thelec.kr/news/articleView.html?idxno=41378
2025-09-25,"INVEST,LAUNCH,ORDER","AP시스템, 中 비전옥스에 OLED 장비 공급 단독계약 체결",https://www.hankyung.com/article/202509257854i
2025-09-25,"INVEST,ORDER","AP시스템, 中 비전옥스 8.6세대 라인 수주 확보…ELA 단독 공급",https://www.ddaily.co.kr/page/view/2025092514220709783
2025-09-30,INVEST,"삼성 에 '하이닉스 불똥'…노조 13곳 ""성과급 개선""",https://www.sedaily.com/NewsView/2GY3RJHHVZ
2025-09-30,INVEST,"“최고 대우 받다가 어려울때 하필”... 삼성  노조, SK하이닉스 수준 성...",https://www.mk.co.kr/article/11433077
2025-09-30,INVEST,"기업판도 변화 '실감'… 삼성 그룹노조연대, 성과급제도 개편 요구하며 ""...",https://www.industrynews.co.kr/news/articleView.html?idxno=72251
2025-09-30,INVEST,"삼성 노조연대, 성과급 제도 개선 촉구…""바뀔 때까지 투쟁하겠다""",https://www.straightnews.co.kr/news/articleView.html?idxno=282935
2025-09-30,LAUNCH,"""깜깜이 성과급 갈아엎자""… 삼성  노조들 뭉쳤다",https://www.widedaily.com/news/articleView.html?idxno=279493
2025-09-30,"INVEST,LAUNCH","""유리기판, SKC· 삼성 이 시장 선점할 것""",http://www.thelec.kr/news/articleView.html?idxno=41639
2025-09-30,LAUNCH,효성重·넷마블·에이피알…깜짝 실적 유망주가 뜬다,https://www.hankyung.com/article/2025093084011
2025-09-30,LAUNCH,"디스플레이 協 ""OLED·초격차 공정·iLED 중장기 지원 필요""",https://www.ajunews.com/view/20250930155540433
2025-09-30,LAUNCH,"디스플레이 산업협회, 혁신공정 성과 기반 미래전략 모색",https://www.nextdaily.co.kr/news/articleView.html?idxno=242927
2025-09-30,"CERT,LAUNCH,PARTNERSHIP","ICT업계, 어워드 수상 '풍년'...기술·경영·서비스 '우리가 최고'",https://www.techm.kr/news/articleView.html?idxno=145053
2025-09-30,LAUNCH,"디스플레이 산업협회, 혁신공정사업 성과 기반 '초격차 미래전략' 모색",https://www.pointdaily.co.kr/news/articleView.html?idxno=272706
2025-09-30,"INVEST,LAUNCH","[CEO와칭] ""고객을 향한 혁신, 멈추지 않겠다""  LG  구광모 회장",http://www.metroseoul.co.kr/article/20250930500538
2025-09-30,"INVEST,LAUNCH,PARTNERSHIP","""대금 조기 지급부터 봉사활동까지""…ICT업계, 추석 맞이 ESG 강화",https://www.techm.kr/news/articleView.html?idxno=145046
2025-09-30,"CERT,INVEST,LAUNCH,PARTNERSHIP","미래에셋증권, '자산승계 신탁 솔루션' 출시…NH투자증권, 패밀리오피스...",http://www.sisaon.co.kr/news/articleView.html?idxno=175975
2025-09-30,LAUNCH,"최종현학술원, ‘SF, 로봇, 인간’ 강연 개최…“만화 속 로봇, 현실이 ...",https://www.mediapen.com/news/view/1046673
2025-09-30,LAUNCH,"가을과 겨울의 맛, 사과 버터 스위츠가 온다",https://www.cbci.co.kr/news/articleView.html?idxno=534270
2025-09-30,INVEST,경주APEC D-30···세계가 지켜본다,https://www.kbmaeil.com/article/20250930500120
2025-09-30,INVEST,"이통 3사 CEO, ‘국가기간망 해킹’ 국감 증언대 선다",https://www.ceoscoredaily.com/page/view/2025093013080768554
2025-09-30,LAUNCH,"2025년, 고등학생이 말하는 최신 트렌드는 무엇일까",https://www.cbci.co.kr/news/articleView.html?idxno=534476
2025-09-30,"CERT,LAUNCH",'무탄소 전기' 시급한 수도권 첨단기업…호남 송전망 4년 앞당긴다,https://www.hankyung.com/article/2025093085211
2025-09-30,"INVEST,LAUNCH,ORDER",[MK시그널] 메타 스마트안경 수혜 선익시스템 20% 상승,https://www.mk.co.kr/article/11433109
2025-09-30,INVEST,"키움증권, 적립식 투자 '주식 더 모으기' 이용자 20만명 돌파",https://biz.sbs.co.kr/article_hub/20000263174?division=NAVER
2025-09-30,LAUNCH,"삼성 , '갤럭시S26' 시리즈 3종 카메라 사양 확정했나?",https://kbench.com/?q=node/271899
2025-09-30,LAUNCH,"동원그룹, AI 인재 육성 위한 대국민 경진대회 개최",https://idsn.co.kr/news/view/1065599353219997
2025-09-30,"INVEST,ORDER,PARTNERSHIP","[재계·산업동향]금호석유화학·LS그룹, 배터리·경영권·사회책임으로...",https://www.nspna.com/news/?mode=view&newsid=780245
2025-09-30,CERT,안산사이언스밸리(ASV) 내 '글로벌 상호운용성 시험 센터' 개소,https://www.thereport.co.kr/news/articleView.html?idxno=71769
