term,cur,prev,diff,total,ma7,z_like
삼성디스플레이,36,2,34,81,6.571,8.258
oled,32,9,23,277,10.857,4.923
lg전자,16,3,13,199,5.0,3.399
퀄컴,14,0,14,41,2.0,4.971
삼성전자,14,12,2,550,14.143,-0.03
모니터,13,4,9,116,4.0,3.0
디스플레이,13,8,5,201,9.429,0.877
tv,10,3,7,229,5.429,1.373
boe,8,0,8,32,1.143,3.314
폴더블,8,0,8,85,2.143,2.377
엔비디아,7,14,-7,220,6.429,0.162
사이니지,5,0,5,11,0.714,2.323
현대모비스,4,0,4,40,1.857,0.907
amd,3,1,2,49,0.571,1.383
노트북,3,6,-3,102,2.857,0.053
애플,3,2,1,237,5.0,-0.618
메타,2,0,2,13,0.286,1.117
저전력,2,0,2,6,0.286,1.117
nvidia,2,2,0,21,0.714,0.697
lcd,2,2,0,22,1.286,0.335
스마트폰,2,4,-2,73,1.714,0.124
인텔,2,5,-3,68,2.143,-0.058
벤츠,2,1,1,149,9.429,-1.825
sk온,1,0,1,19,0.143,0.622
lg화학,1,0,1,17,0.143,0.622
화웨이,1,0,1,9,0.143,0.622
고효율,1,0,1,3,0.143,0.622
샤오미,1,0,1,28,0.286,0.465
고성능,1,0,1,24,0.286,0.465
4k,1,0,1,7,0.286,0.465
아마존,1,1,0,26,0.429,0.345
qled,1,1,0,4,0.429,0.345
태블릿,1,0,1,20,0.571,0.244
한미반도체,1,1,0,7,0.571,0.244
asus,1,1,0,17,1.429,-0.195
sk하이닉스,1,5,-4,47,1.857,-0.363
아이폰,1,2,-1,74,2.143,-0.464
모바일,1,1,0,43,2.429,-0.558
레노버,1,3,-2,76,5.429,-1.33
