date,types,title,url
2025-10-16,"INVEST,LAUNCH","[A 증시리포트] LGD, 3년 적자 터널 끝 보인다...8000억원대 흑자 전환 '...",https://www.asiaa.co.kr/news/articleView.html?idxno=226505
2025-10-16,LAUNCH,"인하대, 이정환 교수 연구실 소속 학생들 국제학술대회서 성과 인정",https://www.cstimes.com/news/articleView.html?idxno=672052
2025-10-16,"CERT,INVEST,LAUNCH,PARTNERSHIP","케이시스, 부산시와 MOU 맺어…총 350억 투자로 ‘스마트  LED  제조 클러스...",https://www.sedaily.com/NewsView/2GZ78A2O2T
2025-10-16,"CERT,REGUL","삼성전자 마이크로 RGB TV 등 3종, 美 타임지 선정 ‘2025 최고의 발명품...",https://www.dt.co.kr/article/12023173?ref=naver
2025-10-15,"LAUNCH,ORDER","사피엔반도체 ""AR 글래스 시장, 2027년 이후 레도스가 주류될 것""",http://www.thelec.kr/news/articleView.html?idxno=42054
2025-10-16,"LAUNCH,PARTNERSHIP","LG전자, 런던서  투명  올레드로 ‘수묵의 미학’ 펼친다",https://biz.heraldcorp.com/article/10594541?ref=naver
2025-10-16,"CERT,LAUNCH","유니온바이오메트릭스, 올인원 RFID 출입통제 단말기 출시",https://www.newsis.com/view/NISX20251016_0003364807
2025-10-16,"CERT,INVEST,LAUNCH,ORDER",[영상] 현대차의 한 수…제네시스 GV90에 ' 롤러블  OLED' 탑재된다,https://www.theguru.co.kr/news/article.html?no=92847
2025-10-14,"CERT,INVEST,LAUNCH,ORDER,REGUL",10월 3주 주요 제조업 전망,https://www.laborplus.co.kr/news/articleView.html?idxno=36385
2025-10-16,LAUNCH,"볼보자동차, 프리미엄 콤팩트 SUV 'XC40' 2026년식 모델 출시",http://www.rpm9.com/news/article.html?id=20251016090005
2025-10-16,"CERT,REGUL","슈프리마, AI 보안 솔루션 '큐-비전 프로' 북유럽 보안 어워즈 '최고 제...",http://www.newsprime.co.kr/news/article.html?no=707623
2025-10-16,"INVEST,LAUNCH","""AI·스마트 제조와 기술 보호로 함께하는 상생의 미래 열어""... 삼성 전자...",https://www.aitimes.kr/news/articleView.html?idxno=36772
2025-10-16,"LAUNCH,PARTNERSHIP","[N2 전자 정보통]  삼성전자 , '월렛 머니·포인트' 국내 도입…LG전자, 英...",https://www.news2day.co.kr/article/20251016500093
2025-10-16,LAUNCH,"롯데하이마트, 영국 하이엔드 블루투스 헤드폰 '멜로매니아 P100 SE' 국내...",http://www.thefirstmedia.net/news/articleView.html?idxno=183169
2025-10-16,ORDER,오늘 글로벌 경제지표와 일정,https://news.einfomax.co.kr/news/articleView.html?idxno=4378653
2025-10-15,"INVEST,LAUNCH,ORDER",中 OLED 투자 경쟁… 국내 장비기업 낙수효과 기대,http://www.fnnews.com/news/202510151809523561
2025-10-15,"INVEST,ORDER","[클릭 e종목]""선익시스템, 8.6세대 OLED 시장 핵심 수혜주""",https://view.asiae.co.kr/article/2025101508300081102
2025-10-15,LAUNCH,"원플러스, 100W 충전 지원 7800mAh 배터리폰 출시하나",https://kbench.com/?q=node/272163
2025-10-12,"INVEST,LAUNCH","""1억으로 한 달 만에 3000만원 벌었다""…주가 불붙은 회사 [종목+]",https://www.hankyung.com/article/2025101012606
2025-10-16,LAUNCH,"애플, M5칩 탑재 신형 맥북·아이패드 프로 등 출시…가격 동결",https://view.asiae.co.kr/article/2025101609201528290
2025-10-16,LAUNCH,"""작지만 강하다""…MINI, 전기차 내세워 판매 늘린다",https://www.widedaily.com/news/articleView.html?idxno=280233
