term,cur,prev,diff,total,ma7,z_like
amd,11,3,8,27,2.571,3.237
양산,3,0,3,28,0.571,1.383
hp,5,1,4,48,1.857,1.33
아이폰,4,0,4,81,1.714,0.99
올레드,2,0,2,11,0.714,0.697
merck,1,0,1,1,0.143,0.622
8k,1,0,1,2,0.143,0.622
사이니지,1,0,1,3,0.143,0.622
딥엑스,1,0,1,4,0.143,0.622
현대모비스,1,0,1,7,0.143,0.622
sk하이닉스,4,0,4,122,2.571,0.549
샤오미,1,0,1,10,0.286,0.465
비보,1,1,0,7,0.429,0.345
nvidia,1,0,1,5,0.571,0.244
카카오,1,0,1,13,0.571,0.244
구글,3,3,0,50,2.429,0.223
메타,1,0,1,23,0.857,0.074
스마트폰,3,3,0,105,3.0,0.0
퀄컴,2,1,1,34,2.0,0.0
모바일,1,1,0,52,1.143,-0.069
레노버,2,2,0,53,2.286,-0.114
ar,1,1,0,45,1.714,-0.309
엔비디아,1,0,1,83,1.714,-0.309
xr,3,3,0,97,4.0,-0.333
tv,2,2,0,141,4.286,-0.744
삼성디스플레이,3,3,0,88,6.286,-0.937
노트북,1,1,0,101,3.857,-0.964
