term,cur,prev,diff,total,ma7,z_like
lg전자,9,1,8,347,10.143,-0.273
삼성전자,5,6,-1,505,9.429,-1.088
oled,4,0,4,445,8.286,-1.105
아이폰,3,1,2,63,2.143,0.348
sk하이닉스,3,4,-1,44,3.0,0.0
모바일,2,0,2,64,0.857,0.593
양산,2,0,2,30,1.0,0.5
tsmc,2,0,2,23,1.714,0.124
폴더블,2,0,2,80,2.0,0.0
xr,2,1,1,53,2.0,0.0
스마트폰,2,0,2,87,3.571,-0.544
구글,2,6,-4,58,4.571,-0.819
노트북,2,3,-1,116,5.0,-0.927
tv,2,1,1,327,7.429,-1.457
그램,1,0,1,29,0.143,0.622
갤럭시북,1,0,1,2,0.143,0.622
사이니지,1,0,1,1,0.143,0.622
샤오펑,1,0,1,1,0.143,0.622
터치id,1,0,1,1,0.143,0.622
설비투자,1,0,1,3,0.286,0.465
공급망,1,0,1,20,0.571,0.244
애플,1,1,0,163,7.571,-1.752
