term,cur,prev,diff,total,ma7,z_like
모니터,20,0,20,83,3.714,5.563
올레드,10,0,10,38,1.429,3.905
폴더블,9,0,9,117,2.429,2.569
벤큐,5,0,5,11,0.714,2.323
고성능,6,0,6,17,1.286,2.209
tcl,3,0,3,26,0.714,1.239
boe,2,0,2,13,0.429,0.95
벤츠,2,0,2,54,0.571,0.814
ald,1,0,1,1,0.143,0.622
갤럭시z폴드,1,0,1,1,0.143,0.622
오포,1,0,1,2,0.143,0.622
프로아트,1,0,1,2,0.143,0.622
아이패드,1,0,1,13,0.143,0.622
vr,3,0,3,17,1.714,0.557
oled,19,3,16,364,16.286,0.539
tsmc,3,1,2,30,1.857,0.484
스트레처블,1,0,1,2,0.286,0.465
저전력,1,0,1,2,0.286,0.465
뷰소닉,1,0,1,3,0.286,0.465
bmw,1,0,1,8,0.286,0.465
4k,1,0,1,13,0.286,0.465
레노버,1,0,1,34,0.286,0.465
hp,2,0,2,73,1.143,0.414
공급망,3,0,3,52,2.0,0.414
asus,1,0,1,15,0.571,0.244
lcd,1,0,1,16,0.571,0.244
구글,1,0,1,44,0.571,0.244
갤럭시,2,0,2,59,1.571,0.19
sk하이닉스,1,0,1,45,0.714,0.155
ar,2,1,1,30,1.714,0.124
퀄컴,1,1,0,19,0.857,0.074
소니,1,0,1,16,1.143,-0.069
아이폰,1,1,0,67,1.571,-0.254
스마트폰,1,1,0,87,1.571,-0.254
디스플레이,4,2,2,238,5.429,-0.429
xr,2,0,2,115,3.429,-0.501
엔비디아,1,0,1,91,2.286,-0.512
tv,6,3,3,434,9.571,-0.872
삼성디스플레이,1,1,0,87,3.857,-0.964
