term,cur,prev,diff,total,ma7,z_like
엔비디아,13,3,10,117,4.0,3.0
tv,7,4,3,283,9.286,-0.565
삼성전자,6,2,4,581,12.857,-1.495
tcl,4,1,3,28,1.429,1.171
노트북,4,2,2,125,4.143,-0.047
인텔,3,0,3,48,1.286,0.803
디스플레이,3,3,0,185,7.286,-1.159
lg전자,3,5,-2,259,10.143,-1.707
oled,3,1,2,302,14.429,-2.382
ar,2,0,2,29,0.857,0.593
공급망,2,0,2,49,1.0,0.5
애플,2,3,-1,165,2.571,-0.219
레노버,2,1,1,58,3.571,-0.544
스마트폰,2,5,-3,96,4.0,-0.667
모니터,2,0,2,171,7.0,-1.371
nvidia,1,0,1,12,0.143,0.622
벤큐,1,0,1,8,0.143,0.622
apple,1,0,1,3,0.143,0.622
노키아,1,0,1,3,0.143,0.622
microsoft,1,0,1,1,0.143,0.622
소니,1,0,1,18,0.286,0.465
tsmc,1,0,1,20,0.429,0.345
딥엑스,1,0,1,5,0.571,0.244
모바일,1,0,1,33,0.714,0.155
amd,1,1,0,31,1.714,-0.309
갤럭시,1,1,0,63,2.0,-0.414
구글,1,1,0,119,2.286,-0.512
퀄컴,1,1,0,37,2.857,-0.69
삼성디스플레이,1,1,0,59,3.857,-0.964
